stemmed_tokens,clean_sangat
"['sangat', 'ramah', 'layan', 'kamar', 'bersih', 'sarap', 'variatif', 'enak', 'enak', 'sekali', 'pasti', 'tempat', 'nyaman']","['ramah', 'bersih', 'enak', 'enak', 'pasti', 'nyaman']"
"['kamar', 'sini', 'sangat', 'nyaman', 'sarap', 'macam', 'macam', 'enak', 'semua']","['nyaman', 'enak']"
"['sarap', 'pagi', 'sangat', 'puas', 'bantu', 'lena']",['puas']
"['lokasi', 'strategis', 'makan', 'enak', 'sangat', 'ramah']","['enak', 'ramah']"
"['kali', 'sini', 'kamar', 'bersih', 'enak', 'banyak', 'macam', 'kolam', 'renang', 'foto']","['bersih', 'enak']"
"['selalu', 'puas', 'sama', 'layan', 'menu', 'pernah', 'inap', 'beberapa', 'makan', 'rasa', 'keras', 'kamar', 'area', 'jadi', 'asap', 'masuk', 'kamar']",['puas']
"['banget', 'salah', 'pilih', 'hotel', 'pokok', 'tempat', 'nyaman', 'tenang', 'bersih', 'rapi', 'waktu']","['nyaman', 'bersih']"
"['menu', 'agam', 'cita', 'rasa', 'khas', 'cocok', 'libur']",[]
"['menu', 'makan', 'sangat', 'lengkap']",[]
"['layan', 'baik', 'cukup', 'ramah', 'atas', 'nama', 'lena']","['baik', 'ramah']"
"['hotel', 'kamar', 'nyaman', 'layan', 'bagus', 'makan', 'enak', 'fasilitas', 'lengkap']","['nyaman', 'bagus', 'enak']"
"['layan', 'baik', 'enak']","['baik', 'enak']"
"['makan', 'enak', 'sekali', 'bersih']","['enak', 'bersih']"
"['kolam', 'renang', 'bersih', 'luas', 'cukup', 'anak', 'renang', 'waktu', 'sepi', 'jadi', 'punya', 'paling', 'kesan', 'paling', 'bawa']",['bersih']
"['inap', 'sini', 'jenak', 'lupa', 'kalau', 'sedang', 'suasana', 'tenang', 'nyaman', 'kolam', 'renang', 'asri', 'paling', 'penting', 'kamar', 'enak', 'buat', 'istirahat', 'lepas', 'kerja']","['jenak', 'nyaman', 'enak', 'istirahat']"
"['layan', 'ramah', 'rapi', 'jelas', 'nyaman', 'bingung', 'cari', 'acara', 'enak']","['ramah', 'nyaman', 'enak']"
"['ramah', 'jadi', 'juara', 'banget', 'senyum', 'luar', 'biasa', 'ikhlas', 'sini', 'nyaman', 'ruang', 'lokasi', 'premium', 'banget', 'sama', 'plaza', 'sama', 'jauh', 'tugu']","['ramah', 'ikhlas', 'nyaman', 'premium', 'tugu']"
"['bagus', 'nyaman', 'senang', 'sarap', 'enak', 'banget', 'sesuai', 'selera']","['bagus', 'nyaman', 'senang', 'enak', 'sesuai']"
"['layan', 'ramah', 'nyaman', 'tengah', 'kota', 'menu', 'enak', 'bersih', 'estetik', 'puas', 'pokok', 'sini']","['ramah', 'nyaman', 'enak', 'bersih', 'estetik', 'puas']"
"['kamar', 'pada', 'ragam', 'pilih', 'sarap', 'layak', 'baik', 'layan', 'staf', 'ramah']","['baik', 'ramah']"
"['tempat', 'nyaman', 'bersih', 'layan', 'baik', 'pandang', 'indah', 'ramah', 'makan', 'sangat', 'enak', 'bakal', 'balik', 'puas', 'banget']","['nyaman', 'bersih', 'baik', 'indah', 'ramah', 'enak', 'puas']"
"['menu', 'sangat', 'agam', 'makan', 'cenderung', 'manis', 'kurang', 'rasa', 'manis', 'servis']",['cenderung']
"['kamar', 'bersih', 'terlalu', 'besar', 'nyaman', 'layan', 'ramah', 'resepsionis', 'ruang', 'makan', 'tempat', 'rapat', 'lokasi', 'dekat', 'stasiun', 'dekat', 'suasana', 'enak', 'berisik']","['bersih', 'nyaman', 'ramah', 'enak', 'berisik']"
"['makan', 'enak', 'sangat', 'agam', 'masuk', 'minum', 'tradisional', 'infrastruktur', 'lift', 'bunyi', 'cukup', 'ganggu', 'kulkas', 'kamar', 'bunyi', 'bunyi', 'jangkrik', 'malam', 'hari']","['enak', 'infrastruktur', 'bunyi', 'ganggu', 'bunyi', 'bunyi', 'jangkrik']"
"['letak', 'hotel', 'sangat', 'strategis', 'dekat', 'layan', 'sangat', 'baik', 'suasana']",['baik']
"['kamar', 'bagus', 'bagus', 'makan', 'restoran', 'enak', 'enak']","['bagus', 'bagus', 'enak', 'enak']"
"['tempat', 'strategis', 'hotel', 'bersih', 'layan', 'sangat', 'muas', 'nama', 'sangat', 'ramah', 'ringan', 'tangan', 'bantu']","['bersih', 'ramah']"
"['lokasi', 'strategis', 'dekat', 'bandara', 'makan', 'enak', 'fasilitas', 'sedia', 'sangat', 'lengkap']",['enak']
"['banyak', 'menu', 'sarap', 'lengkap', 'enak', 'muas', 'kamar', 'bersih', 'nyaman']","['enak', 'bersih', 'nyaman']"
"['kasi', 'sengaja', 'baca', 'kendala', 'masalah', 'kamar', 'makan', 'proses', 'sendiri', 'pertama', 'kali', 'tugas', 'dinas']","['kasi', 'sengaja']"
"['layan', 'bagus', 'enak', 'kamar', 'bersih', 'letak', 'dekat', 'sama', 'kota']","['bagus', 'enak', 'bersih']"
"['cukup', 'kesan', 'inap', 'sini', 'layan', 'bagus', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'cocok', 'libur', 'keluarga']","['bagus', 'ramah', 'bersih', 'enak']"
"['hotel', 'nyaman', 'bersih', 'layan', 'ramah', 'makan', 'enak', 'enak', 'hari', 'malam', 'sini', 'selalu', 'makan', 'enak', 'aneka', 'ragam']","['nyaman', 'bersih', 'ramah', 'enak', 'enak', 'enak']"
"['tempat', 'sangat', 'nyaman', 'layan', 'baik', 'akses', 'bagai', 'lokasi', 'cukup', 'mudah']","['nyaman', 'baik']"
"['kamar', 'keren']",['keren']
"['makan', 'baik', 'enak', 'mbak', 'intan', 'sangat', 'baik', 'layan', 'tulus', 'hati', 'sehat', 'selalu', 'intan']","['baik', 'enak', 'baik', 'hati']"
"['sarap', 'pagi', 'banyak', 'variasi', 'cocok', 'rasa', 'aroma', 'depan', 'kalau', 'kamar', 'sabun', 'batang', 'semua', 'familier']","['batang', 'familier']"
"['alam', 'inap', 'hari', 'bagus', 'kamar', 'bersih', 'sarap', 'enak', 'lengkap']","['bagus', 'bersih', 'enak']"
"['layan', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'terima', 'kasih', 'atas', 'layan', 'ramah']","['ramah', 'bersih', 'enak', 'ramah']"
"['layan', 'bagus', 'kamar', 'nyaman']","['bagus', 'nyaman']"
"['tadi', 'sempat', 'masalah', 'pindah', 'kamar', 'info', 'panitia', 'kurang', 'maksimal', 'rasa', 'pihak', 'hotel', 'kurang', 'maksimal']",['panitia']
"['layan', 'bagus', 'sangat', 'ramah', 'makan', 'enak', 'banyak', 'macam', 'sangat', 'variatif']","['bagus', 'ramah', 'enak']"
"['layan', 'ramah', 'ramah']","['ramah', 'ramah']"
"['makan', 'kecewa', 'jempol', 'delapan', 'semua', 'utama', 'mbak', 'lena', 'sangat', 'bantu', 'terima', 'kasih']","['kecewa', 'jempol', 'delapan']"
"['hotel', 'bersih', 'awat', 'layan', 'ramah', 'cepat', 'tanggap', 'alam', 'senang', 'tinggal', 'sini']","['bersih', 'ramah', 'senang']"
"['rapi', 'empuk', 'sangat', 'jadi', 'rebah', 'terus', 'kamar', 'nyaman', 'wangi', 'jangan', 'kuatir', 'alat', 'mandi', 'lengkap', 'jadi', 'kawatir', 'kalau', 'jalan', 'bisnis']","['nyaman', 'wangi', 'kuatir', 'kawatir']"
"['kamar', 'luas', 'ukur', 'besar', 'jadi', 'buat', 'sama', 'anak', 'makan', 'enak', 'moga', 'suatu', 'hari']","['enak', 'suatu']"
"['kasih', 'atas', 'layan', 'sarap', 'luar', 'biasa', 'atas', 'layan', 'saudari', 'lena']",['saudari']
"['hotel', 'dukung', 'masalah', 'lingkung', 'saji', 'kemas', 'botol', 'plastik', 'hotel', 'cantik', 'ornamen', 'candi', 'kamar', 'bagus', 'cukup', 'banyak', 'makan', 'biasa', 'saji', 'banyak', 'menu', 'tradisional', 'acara', 'rapat', 'enak', 'cukup', 'lengkap']","['dukung', 'lingkung', 'kemas', 'cantik', 'bagus', 'enak']"
"['layan', 'baik', 'makan', 'enak']","['baik', 'enak']"
"['inap', 'sangat', 'nyaman', 'bersih', 'butuh', 'usaha', 'layan', 'bagus', 'ramah']","['nyaman', 'bersih', 'usaha', 'bagus', 'ramah']"
"['hotel', 'bersih', 'fasilitas', 'lengkap', 'layan', 'ramah', 'tambah', 'letak', 'strategis', 'jadi', 'poin', 'plus']","['bersih', 'ramah']"
"['toilet', 'kaya', 'pernah', 'pintu', 'tutup', 'keluar']",[]
"['kamar', 'bersih', 'nyaman', 'enak', 'tidur', 'kamar', 'mandi', 'lengkap', 'beberapa', 'bersih', 'servis', 'sangat', 'ramah', 'baik', 'lokasi', 'strategis', 'kota']","['bersih', 'nyaman', 'enak', 'bersih', 'ramah', 'baik']"
"['makan', 'malam', 'enak', 'mantap', 'lidah', 'layan', 'ramah', 'tempat', 'strategis']","['enak', 'ramah']"
"['layan', 'banget', 'ramah', 'makan', 'variasi', 'pokok']",['ramah']
"['hotel', 'dekat', 'tempat', 'makan', 'lokasi', 'makan', 'mungkin', 'perlu', 'variasi']",[]
"['sarap', 'lengkap', 'rasa', 'enak', 'layan', 'muas']",['enak']
"['sangat', 'senang', 'punya', 'alam', 'inap', 'hotel', 'layan', 'sangat', 'cepat', 'kamar', 'bersih', 'wangi', 'sarap', 'lengkap', 'enak', 'fasilitas', 'lengkap', 'pilih', 'tepat', 'sini', 'saat', 'sedang', 'libur']","['senang', 'bersih', 'wangi', 'enak']"
"['hotel', 'jadi', 'alam', 'senang', 'awal', 'masuk', 'layan', 'ramah', 'profesional', 'proses', 'cepat', 'kamar', 'bersih', 'nyaman', 'semua', 'fasilitas', 'fungsi', 'baik', 'tempat']","['senang', 'ramah', 'bersih', 'nyaman', 'baik']"
"['mewah', 'bersih', 'layan', 'fasilitas', 'lengkap', 'lokasi', 'strategis']",['bersih']
"['sarap', 'pagi', 'sangat', 'enak', 'banyak', 'menu', 'layan', 'bagus']","['enak', 'bagus']"
"['menu', 'sarap', 'ramah']",['ramah']
"['layan', 'sini', 'sangat', 'baik', 'kamar', 'nyaman', 'lalu', 'sarap', 'sangat', 'agam', 'main', 'banget']","['baik', 'nyaman', 'main']"
"['betul', 'punya', 'selalu', 'kota', 'jadi', 'bersih', 'cuma', 'kaget', 'staf', 'staf', 'kurang', 'ramah', 'jauh', 'sekali', 'banding', 'medan', 'mana']","['bersih', 'ramah', 'medan']"
"['layan', 'muas', 'pilih', 'tepat', 'mudik']",['mudik']
"['sempat', 'sini', 'tempat', 'nyaman', 'makan', 'enak', 'enak', 'lantai']","['nyaman', 'enak', 'enak']"
"['layan', 'sangat', 'baik', 'sesuai', 'kamar', 'sangat', 'konsep', 'romantis', 'cocok', 'buat', 'pasang', 'makan', 'enak', 'mungkin', 'perlu', 'inovasi', 'makan', 'terima', 'kasih']","['baik', 'sesuai', 'enak', 'inovasi']"
"['menu', 'bagus', 'komplit', 'layan', 'ramah', 'bantu']","['bagus', 'ramah']"
"['layan', 'sangat', 'baik', 'menu', 'super', 'lengkap', 'rasa', 'semua', 'kecewa', 'servis', 'layan', 'damping', 'lena', 'super', 'ramah', 'santun']","['baik', 'kecewa', 'damping', 'ramah']"
"['sinyal', 'sangat', 'lemah', 'kalau', 'buat', 'kerja', 'kalau', 'mode', 'data', 'sinyal', 'turun', 'kurang', 'nyaman', 'hotel', 'minta', 'keluar']","['lemah', 'mode', 'turun', 'nyaman']"
"['sarap', 'enak', 'layan', 'bagus', 'terima', 'kasih', 'mbak']","['enak', 'bagus']"
"['terima', 'kasih', 'fitri', 'terus', 'laku', 'tingkat']",[]
"['makan', 'enak', 'variatif', 'layan', 'ramah']","['enak', 'ramah']"
"['hari', 'enak', 'enak', 'muas']","['enak', 'enak']"
"['menu', 'sangat', 'variasi', 'banyak', 'banget', 'pilih', 'inap', 'sama', 'anak', 'sangat', 'antusias', 'nanti', 'anak', 'anak', 'bosan', 'sama', 'sekali', 'piring', 'kosong', 'meja', 'segera', 'bersih', 'sigap', 'mudah', 'mudah', 'suatu', 'datang', 'inap', 'sini']","['antusias', 'nanti', 'bersih', 'suatu']"
"['sarap', 'cocok', 'banyak', 'pilih']",[]
"['kamar', 'jendela', 'nyata', 'buka', 'gorden', 'tembok']",['gorden']
"['layan', 'ramah', 'tanggap', 'selalu', 'bersih', 'rapi', 'banget', 'libur', 'bingung', 'inap']","['ramah', 'bersih']"
"['lebih', 'harga', 'paling', 'murah', 'kelas', 'bintang', 'ruang', 'banyak', 'bangun', 'megah']",['megah']
"['layan', 'hotel', 'staf', 'ramah', 'inisiatif', 'bagus', 'pilih', 'makan', 'banyak', 'kualitas', 'enak']","['ramah', 'inisiatif', 'bagus', 'enak']"
"['harga', 'makan', 'nasi', 'kurang', 'cuma', 'beberapa', 'terus', 'abis']",[]
"['sarap', 'enak', 'variasi', 'hari', 'makan', 'beda', 'semua', 'ramah', 'bantu', 'lena', 'terima', 'kasih']","['enak', 'ramah']"
"['kamar', 'luas', 'nyaman', 'bersih', 'layan', 'bagus', 'luas', 'acara']","['nyaman', 'bersih', 'bagus']"
"['alam', 'lumayan', 'baik', 'tapi', 'tapi', 'hotel', 'kelas', 'bintang', 'fasilitas', 'kamar', 'dapat', 'nyata', 'sedia', 'sayang', 'parkir', 'tamu']",['baik']
"['layan', 'muas', 'enak', 'menu', 'terima', 'kasih', 'mbak', 'sangat', 'restoran']",['enak']
"['hotel', 'nyaman', 'ramah', 'kamar', 'bersih', 'menu', 'sarap', 'variatif', 'enak']","['nyaman', 'ramah', 'bersih', 'enak']"
"['makan', 'lidah', 'banyak', 'menu', 'pilih', 'jadi', 'bingung', 'makan', 'puding', 'banget', 'wajib', 'coba']",[]
"['makan', 'baik', 'sesuai', 'cita', 'rasa']","['baik', 'sesuai']"
"['layan', 'muas', 'kamar', 'rapi', 'pilih', 'makan', 'banyak']",[]
"['hotel', 'milik', 'kategori', 'bilang', 'sangat', 'muas', 'lokasi', 'strategis', 'dekat', 'kota', 'layan', 'bilang', 'sangat', 'cekat', 'bagus', 'hotel', 'kelas']","['kategori', 'cekat', 'bagus']"
"['hotel', 'siang', 'sangat', 'nyaman', 'lokasi', 'strategis', 'betul', 'anak', 'demam', 'jadi', 'periksa', 'belah', 'hotel', 'gereja', 'jalan', 'menit']","['nyaman', 'demam', 'periksa', 'gereja']"
"['semua', 'layan', 'atas', 'nama', 'kasih', 'bagus', 'terima', 'kasih']",['bagus']
"['ruang', 'kamar', 'keren', 'super', 'nyaman', 'layan', 'bagus', 'lokasi', 'jangkau', 'area', 'kota', 'banget']","['keren', 'nyaman', 'bagus']"
"['benar', 'benar', 'pukau', 'hotel', 'indah', 'bersih', 'nyaman', 'sempurna', 'libur', 'maupun', 'jalan', 'bisnis']","['pukau', 'indah', 'bersih', 'nyaman', 'sempurna']"
"['super', 'sekali', 'makan', 'lengkap', 'enak', 'semua', 'sekali', 'baik', 'kamar', 'fasilitas', 'layan', 'cepat', 'ramah', 'rasa', 'makan']","['enak', 'baik', 'ramah']"
"['buah', 'alam', 'luar', 'biasa', 'senang', 'libur', 'nyaman', 'enak', 'sekali', 'makan']","['senang', 'nyaman', 'enak']"
"['hotel', 'nyaman', 'lengkap', 'banyak', 'fasilitas', 'tunjang', 'buat', 'betah', 'inap', 'sini', 'kamar', 'nyaman', 'layan', 'lokasi', 'strategis', 'mana', 'pusat', 'dekat', 'sarap', 'pagi', 'komplit', 'menu', 'rasa', 'enak']","['nyaman', 'tunjang', 'nyaman', 'enak']"
"['hotel', 'lumayan', 'pintu', 'kamar', 'mandi', 'kayu', 'beberapa', 'bagi', 'lepas', 'lampu', 'kamar', 'mandi', 'mati', 'malam', 'akhir', 'parkir', 'kurang', 'sedap', 'layan', 'sangat', 'bagus', 'bantu', 'kolam', 'renang', 'kecil', 'banget', 'jadi', 'satu']","['kayu', 'bagus']"
"['makan', 'lengkap', 'banyak', 'menu', 'rasa', 'mantap']",[]
"['kamar', 'banget', 'layan', 'baik', 'makan', 'enak']","['baik', 'enak']"
"['layan', 'muas']",[]
"['layan', 'sini', 'senang', 'makan', 'enak', 'enak', 'kamar', 'nyaman', 'penting', 'karyawan', 'terima', 'masuk']","['senang', 'enak', 'enak', 'nyaman']"
"['makan', 'sarap', 'pilih', 'banyak']",[]
[],[]
"['makan', 'enak', 'layan', 'baik']","['enak', 'baik']"
"['sarap', 'enak', 'enak', 'suka', 'bakso', 'enak', 'kaldu', 'layan', 'ramah', 'ramah', 'tadi', 'telur', 'mateng', 'matang', 'rekomendasi', 'inap', 'sini', 'kalo', 'kalian', 'libur']","['enak', 'enak', 'enak', 'kaldu', 'ramah', 'ramah']"
"['layan', 'sangat', 'bagus', 'baik', 'kamar', 'lain', 'layan', 'ramah']","['bagus', 'baik', 'ramah']"
"['lena', 'layan', 'baik']",['baik']
"['sarap', 'komplit', 'enak', 'layan', 'mbak', 'lena', 'banget']",['enak']
"['sangat', 'puas', 'alam', 'inap', 'hotel', 'semua', 'aspek', 'layan', 'hotel', 'sangat', 'baik', 'mulai', 'proses', 'cepat', 'hingga', 'ramah', 'seluruh', 'staf', 'buat', 'rasa', 'nyaman', 'lama']","['puas', 'aspek', 'baik', 'ramah', 'nyaman']"
"['sarap', 'sini', 'puas', 'layan']",['puas']
"['lama', 'hotel', 'alam', 'sini', 'sangat', 'buruk', 'lift', 'mati', 'nyala', 'kamar', 'rame', 'ramah', 'parah', 'pakai', 'baru', 'pung', 'tinggal']","['ramah', 'pung']"
"['layan', 'cukup', 'muas', 'tinggi', 'malas', 'naik', 'sarap', 'lantai', 'biar']",['malas']
"['baik', 'sangat', 'enak', 'layan', 'sangat', 'bagus', 'ramah', 'layan', 'lena', 'sangat', 'ramah', 'cantik', 'baik', 'hati', 'sangat', 'senang', 'sini', 'bakal', 'datang']","['baik', 'enak', 'bagus', 'ramah', 'ramah', 'cantik', 'baik', 'hati', 'senang']"
"['senang', 'hotel', 'enak', 'terima', 'kasih', 'atas', 'layan', 'baik', 'lena']","['senang', 'enak', 'baik']"
"['hotel', 'nyaman', 'banget', 'enak', 'kamar', 'ramah', 'kamar', 'mandi', 'luas', 'cukup', 'rada', 'kerak', 'kaca']","['nyaman', 'enak', 'ramah', 'kerak']"
"['makan', 'enak', 'layan', 'baik']","['enak', 'baik']"
"['suka', 'hotel', 'kamar', 'luas', 'bersih', 'variasi', 'enak']","['bersih', 'enak']"
"['salah', 'satu', 'opsi', 'hotel', 'baik', 'letak', 'pinggir', 'jalan', 'lokasi', 'cukup', 'strategis', 'kamar', 'cukup', 'nyaman']","['opsi', 'baik', 'nyaman']"
"['letak', 'strategis', 'pusat', 'kota', 'layan', 'baik', 'bersih', 'kamar', 'jaga', 'sarap', 'variasi', 'menu', 'banyak', 'masuk', 'tradisional', 'cocok']","['baik', 'bersih']"
"['alam', 'inap', 'semua', 'makan', 'sini', 'enak', 'layan', 'sangat', 'ramah']","['enak', 'ramah']"
"['lokasi', 'hotel', 'strategis', 'perlu', 'bisnis', 'maupun', 'layan', 'ramah', 'hotel', 'sangat', 'bantu', 'mbak', 'lena']",['ramah']
"['fasilitas', 'luar', 'biasa', 'kamar', 'layan', 'menu', 'makan', 'pagi', 'siang', 'malam', 'jangan', 'lupa', 'sini']",[]
"['lokasi', 'pusat', 'kota', 'sangat', 'strategis', 'baik', 'sarap', 'pilih', 'banyak', 'enak', 'semua', 'terima', 'kasih']","['baik', 'enak']"
"['makan', 'enak', 'fasilitas', 'lengkap', 'kamar', 'cukup', 'nyaman', 'istirahat', 'cuma', 'jauh', 'stasiun', 'cocok', 'bisnis', 'rapat', 'temu']","['enak', 'nyaman', 'istirahat']"
"['kalau', 'tiap', 'lift', 'pandu', 'tamu', 'butuh', 'info', 'terus', 'masuk', 'halaman', 'hotel', 'lokasi', 'jalan', 'tuju', 'parkir', 'sangat', 'sempit', 'tikung', 'tajam', 'rambu', 'jelas', 'kurang', 'jelas', 'lihat', 'kalau', 'rambu', 'taruh', 'lokasi', 'mudah', 'lihat', 'kemudi', 'cukup', 'besar']","['pandu', 'halaman', 'tikung', 'tajam', 'taruh', 'kemudi']"
"['menu', 'sarap', 'sangat', 'lengkap', 'rasa', 'enak', 'datang', 'semua', 'makan', 'banyak', 'sangat', 'bantu']",['enak']
"['tempat', 'renang', 'bagus', 'atas', 'makan', 'banyak', 'varian', 'rasa', 'enak']","['bagus', 'enak']"
"['makan', 'enak', 'layan', 'sangat', 'baik']","['enak', 'baik']"
"['kamar', 'bersih', 'nyaman', 'lancar', 'menu', 'banyak', 'pilih', 'terima', 'kasih', 'atas', 'layan', 'masuk', 'mungkin', 'daftar', 'menu', 'layan', 'antisipasi', 'tengah', 'lapar', 'keluar']","['bersih', 'nyaman', 'lancar', 'daftar', 'antisipasi', 'lapar']"
