normalized,filtered
"['pengalaman', 'menginap', 'disana', 'seru', 'lokasinya', 'strategis', 'dkt', 'sama', 'mall', 'serta', 'fasilitas', 'umum', 'lainnya']","['pengalaman', 'menginap', 'disana', 'seru', 'lokasinya', 'strategis', 'dkt', 'sama', 'mall', 'fasilitas', 'umum', 'lainnya']"
"['nasi', 'goreng', 'hijau', 'mantap', 'terimakasih', 'atas', 'pelayanan', 'yang', 'ramah', 'dari', 'mba', 'aztuti', 'sukses', 'sll']","['nasi', 'goreng', 'hijau', 'mantap', 'terimakasih', 'atas', 'pelayanan', 'ramah', 'mba', 'aztuti', 'sukses', 'sll']"
"['hotel', 'nyaman', 'kolam', 'renang', 'luas', 'makanan', 'di', 'restoran', 'bervariasi', 'rasanya', 'enak', 'hanya', 'saja', 'air', 'shower', 'keluarnya', 'kecil', 'tapi', 'so', 'far', 'smua', 'nyaman', 'tx', 'u', 'mercure', 'jogja', 'sukses', 'selalu']","['hotel', 'nyaman', 'kolam', 'renang', 'luas', 'makanan', 'restoran', 'bervariasi', 'rasanya', 'enak', 'air', 'shower', 'keluarnya', 'kecil', 'so', 'far', 'smua', 'nyaman', 'tx', 'u', 'mercure', 'jogja', 'sukses', 'selalu']"
"['salah', 'satu', 'hotel', 'bintang', 'lima', 'di', 'pusat', 'kota', 'jogyakarta', 'memilih', 'hotel', 'ini', 'untuk', 'acara', 'family', 'gathering', 'di', 'tahun', 'saat', 'lebaran', 'ini', 'saat', 'kedatangan', 'dibuat', 'kecewa', 'dengan', 'pelayanannya', 'karena', 'kamar', 'belum', 'ready', 'semuanya', 'alasannya', 'di', 'saat']","['salah', 'satu', 'hotel', 'bintang', 'lima', 'pusat', 'kota', 'jogyakarta', 'memilih', 'hotel', 'acara', 'family', 'gathering', 'tahun', 'lebaran', 'kedatangan', 'dibuat', 'kecewa', 'pelayanannya', 'kamar', 'ready', 'semuanya', 'alasannya']"
"['overall', 'menu', 'yang', 'disajikan', 'cukup', 'baik', 'banyak', 'beraneka', 'ragam', 'menu', 'nusantara', 'dan', 'luar', 'lebih', 'diperhatikan', 'tentang', 'air', 'wedang', 'ronde', 'yang', 'kurang', 'panas', 'dan', 'penyajian', 'mie', 'yang', 'sudah', 'dimasak', 'terlebih', 'dahulu', 'jadi', 'ketika', 'disajikan', 'sudah', 'dingin']","['overall', 'menu', 'disajikan', 'cukup', 'baik', 'banyak', 'beraneka', 'ragam', 'menu', 'nusantara', 'luar', 'lebih', 'diperhatikan', 'air', 'wedang', 'ronde', 'kurang', 'panas', 'penyajian', 'mie', 'dimasak', 'terlebih', 'jadi', 'disajikan', 'dingin']"
"['allhamdulilah', 'nyaman', 'dlm', 'rangka', 'kedinasan']","['allhamdulilah', 'nyaman', 'dlm', 'rangka', 'kedinasan']"
"['breakfast', 'ok', 'pelayanan', 'staff', 'ramah']","['breakfast', 'pelayanan', 'staff', 'ramah']"
"['sarapannya', 'rasanyaa', 'jossss', 'pelayanan', 'sat', 'set', 'sama', 'mb', 'lena']","['sarapannya', 'rasanyaa', 'jossss', 'pelayanan', 'sat', 'set', 'sama', 'mb', 'lena']"
"['untuk', 'makanannya', 'oke', 'cukup', 'beragam', 'cuma', 'bisa', 'dikurangi', 'manis', 'atau', 'asinnya', 'untuk', 'kamarnya', 'cukup', 'kaget', 'karena', 'beda', 'dari', 'beberapa', 'tahun', 'terakhir', 'saya', 'kesini']","['makanannya', 'oke', 'cukup', 'beragam', 'cuma', 'dikurangi', 'manis', 'asinnya', 'kamarnya', 'cukup', 'kaget', 'beda', 'beberapa', 'tahun', 'terakhir', 'kesini']"
"['lokasi', 'strategis', 'varian', 'masakan', 'ok', 'ambience', 'resto', 'keren', 'view', 'bagus', 'wajib', 'kesini', 'lagi']","['lokasi', 'strategis', 'varian', 'masakan', 'ambience', 'resto', 'keren', 'view', 'bagus', 'wajib', 'kesini']"
"['sarapan', 'paginya', 'sangat', 'enak', 'menunya', 'lengkap', 'dan', 'memuaskan', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'dan', 'ramah', 'serta', 'cepat']","['sarapan', 'paginya', 'sangat', 'enak', 'menunya', 'lengkap', 'memuaskan', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'ramah', 'cepat']"
"['pelayanan', 'dan', 'makanan', 'enak', 'terima', 'kasih', 'mba', 'silvia']","['pelayanan', 'makanan', 'enak', 'terima', 'kasih', 'mba', 'silvia']"
"['menanggapi', 'kehilangan', 'yang', 'sebelumnya', 'pihak', 'management', 'sudah', 'melakukan', 'tindak', 'lanjut', 'dan', 'tindakan', 'tegas', 'pada', 'siapapun', 'yang', 'terbukti', 'terima', 'kasih', 'semoga', 'tidak', 'terjadi', 'lagi', 'dan', 'keamanan', 'semakin', 'ditingkatkan', 'makasih']","['menanggapi', 'kehilangan', 'sebelumnya', 'pihak', 'management', 'melakukan', 'tindak', 'lanjut', 'tindakan', 'tegas', 'siapapun', 'terbukti', 'terima', 'kasih', 'semoga', 'terjadi', 'keamanan', 'semakin', 'ditingkatkan', 'makasih']"
"['pelayanan', 'serta', 'fasilitas', 'yang', 'ada', 'sangat', 'memuaskan']","['pelayanan', 'fasilitas', 'sangat', 'memuaskan']"
"['makanan', 'yang', 'disajikan', 'selalu', 'baru', 'dan', 'banyak', 'macamnya', 'pelayanan', 'cepat', 'dan', 'tempatnya', 'bersih']","['makanan', 'disajikan', 'selalu', 'baru', 'banyak', 'macamnya', 'pelayanan', 'cepat', 'tempatnya', 'bersih']"
"['terima', 'kasih', 'dengan', 'pelayanan', 'grand', 'mercure', 'menginap', 'dan', 'mengadakan', 'event', 'training', 'di', 'sini', 'dapat', 'banyak', 'support', 'dan', 'menunya', 'enak', 'walaupun', 'ada', 'beberapa', 'kendala', 'teknis', 'namun', 'ada', 'tim', 'hotel', 'yang', 'sigap', 'membantu']","['terima', 'kasih', 'pelayanan', 'grand', 'mercure', 'menginap', 'mengadakan', 'event', 'training', 'sini', 'banyak', 'support', 'menunya', 'enak', 'walaupun', 'beberapa', 'kendala', 'teknis', 'tim', 'hotel', 'sigap', 'membantu']"
"['hotel', 'bagus', 'perlengkapan', 'mandi', 'sangat', 'bagus', 'makanan', 'cukup', 'enak', 'lokasi', 'di', 'tengah', 'kota', 'tetapi', 'pelayanan', 'untuk', 'check', 'in', 'sangat', 'buruk', 'saya', 'bersama', 'rombongan', 'sekitar', 'orang', 'tidak', 'bisa', 'masuk', 'kamar', 'ketika', 'sudah', 'sampai', 'hotel', 'hotel', 'yang']","['hotel', 'bagus', 'perlengkapan', 'mandi', 'sangat', 'bagus', 'makanan', 'cukup', 'enak', 'lokasi', 'tengah', 'kota', 'pelayanan', 'check', 'in', 'sangat', 'buruk', 'bersama', 'rombongan', 'orang', 'masuk', 'kamar', 'hotel', 'hotel']"
"['good', 'service', 'pelayananya', 'makanannya', 'enak', 'semua', 'memuaskan']","['good', 'service', 'pelayananya', 'makanannya', 'enak', 'semua', 'memuaskan']"
"['pelayanannya', 'bagus', 'untuk', 'breakfast', 'mungkin', 'bisa', 'lebih', 'bervariasi', 'uniknya', 'gosok', 'giginya', 'sangat', 'behel', 'friendly', 'suka', 'bangettt']","['pelayanannya', 'bagus', 'breakfast', 'mungkin', 'lebih', 'bervariasi', 'uniknya', 'gosok', 'giginya', 'sangat', 'behel', 'friendly', 'suka', 'bangettt']"
"['kamar', 'luas', 'lokasi', 'strategis', 'di', 'pusat', 'kota', 'pelayanan', 'cukup', 'untuk', 'makanan', 'berat', 'kurang', 'variatif', 'lebih', 'banyak', 'dessert', 'untuk', 'menerima', 'pesanan', 'dari', 'luar', 'tidak', 'bisa', 'di', 'resepsionis', 'seperti', 'hotel', 'lain', 'minta', 'tolong', 'disimpan', 'di', 'resepsionis', 'saja']","['kamar', 'luas', 'lokasi', 'strategis', 'pusat', 'kota', 'pelayanan', 'cukup', 'makanan', 'berat', 'kurang', 'variatif', 'lebih', 'banyak', 'dessert', 'menerima', 'pesanan', 'luar', 'resepsionis', 'hotel', 'minta', 'disimpan', 'resepsionis']"
"['cukup', 'puas', 'dan', 'pelayanan', 'ramah', 'break', 'fast', 'a', 'n', 'lena']","['cukup', 'puas', 'pelayanan', 'ramah', 'break', 'fast', 'a', 'n', 'lena']"
"['pelayanan', 'yang', 'luar', 'biasa', 'bagus', 'makanan', 'yang', 'banyak', 'variasi', 'dan', 'enak', 'kamar', 'juga', 'nyaman']","['pelayanan', 'luar', 'biasa', 'bagus', 'makanan', 'banyak', 'variasi', 'enak', 'kamar', 'nyaman']"
"['sajian', 'makanan', 'enak', 'layanan', 'ramah', 'di', 'layani', 'oleh', 'petugas', 'bernama', 'aztuti']","['sajian', 'makanan', 'enak', 'layanan', 'ramah', 'layani', 'petugas', 'bernama', 'aztuti']"
"['pelayan', 'restorannya', 'ramah', 'dan', 'menu', 'sarapannya', 'mantab']","['pelayan', 'restorannya', 'ramah', 'menu', 'sarapannya', 'mantab']"
"['overall', 'untuk', 'kamar', 'dan', 'service', 'yang', 'ditawarkan', 'oleh', 'grand', 'mercure', 'sudah', 'cukup', 'baik', 'tetapi', 'terkait', 'koordinasi', 'mengenai', 'additional', 'features', 'seperti', 'extra', 'bed', 'mohon', 'ditingkatkan', 'lagi', 'dari', 'pihak', 'hotel', 'sehingga', 'tamu', 'yang', 'berkunjung', 'msk']","['overall', 'kamar', 'service', 'ditawarkan', 'grand', 'mercure', 'cukup', 'baik', 'terkait', 'koordinasi', 'mengenai', 'additional', 'features', 'extra', 'bed', 'mohon', 'ditingkatkan', 'pihak', 'hotel', 'tamu', 'berkunjung', 'msk']"
"['untuk', 'hotel', 'bintang', 'sebenarnya', 'fasilitas', 'dan', 'desain', 'hotelnya', 'terbilang', 'kurang', 'menggambarkan', 'bintang', 'namun', 'sesuai', 'dengan', 'harganya', 'yang', 'terbilang', 'salah', 'satu', 'yang', 'paling', 'terjangkau']","['hotel', 'bintang', 'sebenarnya', 'fasilitas', 'desain', 'hotelnya', 'terbilang', 'kurang', 'menggambarkan', 'bintang', 'sesuai', 'harganya', 'terbilang', 'salah', 'satu', 'paling', 'terjangkau']"
"['sangat', 'nyaman', 'baik', 'pelayanan', 'fasilitas', 'smuanya', 'bagus']","['sangat', 'nyaman', 'baik', 'pelayanan', 'fasilitas', 'smuanya', 'bagus']"
"['untuk', 'kamar', 'sudah', 'ada', 'bantal', 'dan', 'guling', 'sangat', 'nyaman', 'sekali', 'untuk', 'kasurnya', 'untuk', 'makanan', 'sesuai', 'dengan', 'rating', 'restoran', 'enak', 'dan', 'menggugah', 'selera', 'terima', 'kasih']","['kamar', 'bantal', 'guling', 'sangat', 'nyaman', 'sekali', 'kasurnya', 'makanan', 'sesuai', 'rating', 'restoran', 'enak', 'menggugah', 'selera', 'terima', 'kasih']"
"['kesini', 'untuk', 'acara', 'bpip', 'fasilitas', 'hotel', 'lengkap', 'dan', 'kondisinya', 'masih', 'sangat', 'bagus', 'untuk', 'makanannya', 'enak', 'pelayanan', 'prima', 'sigap', 'dan', 'cekatan', 'kalau', 'habis', 'selesai', 'makan', 'langsung', 'di', 'ambil', 'dan', 'juga', 'ramah']","['kesini', 'acara', 'bpip', 'fasilitas', 'hotel', 'lengkap', 'kondisinya', 'sangat', 'bagus', 'makanannya', 'enak', 'pelayanan', 'prima', 'sigap', 'cekatan', 'kalau', 'habis', 'selesai', 'makan', 'langsung', 'ambil', 'ramah']"
"['untuk', 'pelayanan', 'cukup', 'memuaskan', 'kamar', 'nyaman', 'dan', 'bersih', 'menu', 'di', 'restoran', 'juga', 'enak']","['pelayanan', 'cukup', 'memuaskan', 'kamar', 'nyaman', 'bersih', 'menu', 'restoran', 'enak']"
"['actually', 'that', 's', 'a', 'huge', 'luxurious', 'place', 'awalnya', 'booking', 'untuk', 'menginap', 'di', 'ibis', 'style', 'tapi', 'karena', 'ada', 'high', 'maintenance', 'di', 'upgrade', 'kamar', 'di', 'grand', 'mercure', 'thanks', 'a', 'lot', 'that', 's', 'amazing']","['actually', 'that', 's', 'a', 'huge', 'luxurious', 'place', 'awalnya', 'booking', 'menginap', 'ibis', 'style', 'high', 'maintenance', 'upgrade', 'kamar', 'grand', 'mercure', 'thanks', 'a', 'lot', 'that', 's', 'amazing']"
"['pelayananannya', 'sangat', 'baik', 'dan', 'terbantu', 'oleh', 'mbak', 'lena']","['pelayananannya', 'sangat', 'baik', 'terbantu', 'mbak', 'lena']"
"['sarapan', 'pagi', 'beragam', 'dan', 'enak', 'layanan', 'atas', 'nama', 'fifin', 'sangat', 'ramah', 'dan', 'baik']","['sarapan', 'pagi', 'beragam', 'enak', 'layanan', 'atas', 'nama', 'fifin', 'sangat', 'ramah', 'baik']"
"['saya', 'suka', 'dengan', 'sarapan', 'paginya', 'enak', 'dan', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'ramah', 'anaknya', 'cantik']","['suka', 'sarapan', 'paginya', 'enak', 'layanan', 'atas', 'nama', 'fifin', 'baik', 'ramah', 'anaknya', 'cantik']"
"['hotelnya', 'nyaman', 'bersih', 'dan', 'pelayanannya', 'ramah', 'lokasi', 'strategis', 'dekat', 'dengan', 'pusat', 'kota', 'dan', 'mudah', 'ke', 'mana', 'mana', 'sarapannya', 'enak', 'dan', 'variatif', 'sangat', 'puas', 'menginap', 'di', 'hotel', 'grand', 'mercure', 'ini']","['hotelnya', 'nyaman', 'bersih', 'pelayanannya', 'ramah', 'lokasi', 'strategis', 'dekat', 'pusat', 'kota', 'mudah', 'mana', 'mana', 'sarapannya', 'enak', 'variatif', 'sangat', 'puas', 'menginap', 'hotel', 'grand', 'mercure']"
"['tempat', 'nyaman', 'untuk', 'menginap', 'saat', 'perjalanan', 'bisnis', 'dinas', 'makan', 'pagi', 'banyak', 'dan', 'enak', 'pelayanannya', 'sangat', 'bagus', 'rekomended']","['tempat', 'nyaman', 'menginap', 'perjalanan', 'bisnis', 'dinas', 'makan', 'pagi', 'banyak', 'enak', 'pelayanannya', 'sangat', 'bagus', 'rekomended']"
"['dari', 'pelayanannua', 'bagus', 'stafnya', 'ramah', 'sarapannya', 'juga', 'enak', 'kebersihan', 'kamar', 'juga', 'bagus']","['pelayanannua', 'bagus', 'stafnya', 'ramah', 'sarapannya', 'enak', 'kebersihan', 'kamar', 'bagus']"
"['kamarnya', 'luas', 'bersih', 'dan', 'nyaman', 'meski', 'interior', 'bkn', 'modern', 'ya', 'untuk', 'breakfast', 'menu', 'tradisional', 'enak', 'dan', 'banyak', 'pilihan', 'lokasi', 'cukup', 'strategis', 'untuk', 'berkegiatan', 'di', 'dkt', 'kota', 'jogja']","['kamarnya', 'luas', 'bersih', 'nyaman', 'meski', 'interior', 'bkn', 'modern', 'breakfast', 'menu', 'tradisional', 'enak', 'banyak', 'pilihan', 'lokasi', 'cukup', 'strategis', 'berkegiatan', 'dkt', 'kota', 'jogja']"
"['hotelnya', 'nyaman', 'dan', 'sarapannya', 'juga', 'banyak', 'pilihan', 'pelayanan', 'mba', 'celsi', 'sangat', 'ramah']","['hotelnya', 'nyaman', 'sarapannya', 'banyak', 'pilihan', 'pelayanan', 'mba', 'celsi', 'sangat', 'ramah']"
"['kami', 'menginap', 'tepat', 'saat', 'long', 'weekend', 'selama', 'hari', 'malam', 'pengalaman', 'saat', 'cek', 'in', 'hari', 'ini', 'yang', 'informasinya', 'bisa', 'di', 'dapat', 'dijam', 'hotel', 'umumnya', 'info', 'cek', 'in', 'di', 'jam', 'kami', 'dapatkan', 'kunci', 'hampir', 'jam', 'malam', 'sungguh', 'pengalaman', 'luar']","['menginap', 'tepat', 'long', 'weekend', 'selama', 'hari', 'malam', 'pengalaman', 'cek', 'in', 'hari', 'informasinya', 'dijam', 'hotel', 'umumnya', 'info', 'cek', 'in', 'jam', 'dapatkan', 'kunci', 'hampir', 'jam', 'malam', 'sungguh', 'pengalaman', 'luar']"
"['posisi', 'hotel', 'strategis', 'makanan', 'enak', 'dan', 'bersih', 'pelayanan', 'ramah', 'dan', 'baik']","['posisi', 'hotel', 'strategis', 'makanan', 'enak', 'bersih', 'pelayanan', 'ramah', 'baik']"
"['untuk', 'hotelnya', 'menurut', 'aku', 'rekomen', 'untuk', 'acara', 'pertemuan', 'makanannya', 'enak', 'tidak', 'menemukan', 'botol', 'plastik', 'untuk', 'minuman', 'semua', 'pake', 'gelas', 'kaca', 'kamar', 'hotel', 'san', 'juga', 'ada', 'dan', 'bed']","['hotelnya', 'aku', 'rekomen', 'acara', 'pertemuan', 'makanannya', 'enak', 'menemukan', 'botol', 'plastik', 'minuman', 'semua', 'pake', 'gelas', 'kaca', 'kamar', 'hotel', 'san', 'bed']"
"['menu', 'sarapan', 'ok', 'ada', 'beberapa', 'fasilitas', 'yang', 'perlu', 'diperbaiki', 'antara', 'lain', 'penyediaan', 'sabun', 'dan', 'air', 'di', 'toilet', 'dekat', 'ruang', 'sewu', 'agar', 'diperbaiki', 'macet', 'ruang', 'kamar', 'bau', 'bekas', 'rokok', 'sangat', 'mengganggu', 'agar', 'bisa', 'dibersihkan', 'dr', 'sisa', 'asap', 'rokok', 'yang', 'mengendap']","['menu', 'sarapan', 'beberapa', 'fasilitas', 'perlu', 'diperbaiki', 'penyediaan', 'sabun', 'air', 'toilet', 'dekat', 'ruang', 'sewu', 'diperbaiki', 'macet', 'ruang', 'kamar', 'bau', 'bekas', 'rokok', 'sangat', 'mengganggu', 'dibersihkan', 'dr', 'sisa', 'asap', 'rokok', 'mengendap']"
"['kemarin', 'saya', 'komplain', 'soal', 'rasa', 'makanan', 'desert', 'dihotel', 'ini', 'karna', 'pudingnya', 'tidak', 'manis', 'vlanya', 'tawar', 'tidak', 'ada', 'rasa', 'trus', 'saya', 'komplain', 'sama', 'waiternya', 'bernama', 'devita', 'supaya', 'vlanya', 'manis', 'alhamdulillah', 'hr', 'ini', 'saya', 'breakfast', 'saya', 'cobain', 'lagi', 'pudingnya', 'sudah']","['kemarin', 'komplain', 'soal', 'rasa', 'makanan', 'desert', 'dihotel', 'karna', 'pudingnya', 'manis', 'vlanya', 'tawar', 'rasa', 'trus', 'komplain', 'sama', 'waiternya', 'bernama', 'devita', 'vlanya', 'manis', 'alhamdulillah', 'hr', 'breakfast', 'cobain', 'pudingnya']"
"['kamar', 'bersih', 'dan', 'rapi', 'pelayanan', 'oke', 'resto', 'juga', 'oke']","['kamar', 'bersih', 'rapi', 'pelayanan', 'oke', 'resto', 'oke']"
"['pengalaman', 'kedua', 'menginap', 'disini', 'karena', 'memang', 'ada', 'acara', 'dari', 'kantor', 'pengalaman', 'pertama', 'dulu', 'mgkin', 'sekitar', 'atau', 'tahun', 'lalu', 'entah', 'kenapa', 'saya', 'gak', 'terlalu', 'noticed', 'sama', 'kondisi', 'sekitar', 'hotel']","['pengalaman', 'kedua', 'menginap', 'disini', 'memang', 'acara', 'kantor', 'pengalaman', 'pertama', 'dulu', 'mgkin', 'tahun', 'lalu', 'entah', 'gak', 'terlalu', 'noticed', 'sama', 'kondisi', 'hotel']"
"['mudah', 'dijangkau', 'dan', 'byk', 'fasilitas', 'umum', 'layanan', 'bgs']","['mudah', 'dijangkau', 'byk', 'fasilitas', 'umum', 'layanan', 'bgs']"
"['makanan', 'enak', 'kamar', 'bagus', 'bersih', 'layanan', 'memuaskan']","['makanan', 'enak', 'kamar', 'bagus', 'bersih', 'layanan', 'memuaskan']"
"['di', 'sini', 'kamarnya', 'nyaman', 'jadi', 'bisa', 'tidur', 'nyenyak', 'sarapan', 'pagi', 'sungguh', 'luar', 'biasa', 'menunya', 'komplit', 'plit', 'semua', 'ada', 'thank', 'you', 'grand', 'mercure']","['sini', 'kamarnya', 'nyaman', 'jadi', 'tidur', 'nyenyak', 'sarapan', 'pagi', 'sungguh', 'luar', 'biasa', 'menunya', 'komplit', 'plit', 'semua', 'thank', 'you', 'grand', 'mercure']"
"['nyaman', 'strategis', 'letaknya']","['nyaman', 'strategis', 'letaknya']"
"['hotel', 'yang', 'good', 'best', 'apalgii', 'pelayanannya', 'dan', 'staff', 'selalu', 'ramah', 'dalam', 'menangani', 'the', 'besty']","['hotel', 'good', 'best', 'apalgii', 'pelayanannya', 'staff', 'selalu', 'ramah', 'menangani', 'the', 'besty']"
"['makanannya', 'enak', 'tempat', 'bersih', 'pelayanannya', 'juga', 'baguusss']","['makanannya', 'enak', 'tempat', 'bersih', 'pelayanannya', 'baguusss']"
"['hotel', 'yang', 'nyaman', 'di', 'yogya', 'makanannya', 'enak', 'variatif', 'kopinya', 'banyak', 'pilihan', 'kamar', 'bersih', 'staff', 'ramah', 'di', 'area', 'restaurant', 'security', 'sangat', 'membantu', 'di', 'basement', 'dan', 'ramah', 'terima', 'kasih', 'chef', 'bambang', 'yang', 'sangat', 'ramah', 'dan', 'baik', 'terima', 'kasih', 'grand', 'mercure', 'yogya']","['hotel', 'nyaman', 'yogya', 'makanannya', 'enak', 'variatif', 'kopinya', 'banyak', 'pilihan', 'kamar', 'bersih', 'staff', 'ramah', 'area', 'restaurant', 'security', 'sangat', 'membantu', 'basement', 'ramah', 'terima', 'kasih', 'chef', 'bambang', 'sangat', 'ramah', 'baik', 'terima', 'kasih', 'grand', 'mercure', 'yogya']"
"['sarapan', 'paling', 'bagus', 'banyak', 'pilihan', 'devita', 'pelayanan', 'bagus']","['sarapan', 'paling', 'bagus', 'banyak', 'pilihan', 'devita', 'pelayanan', 'bagus']"
"['untuk', 'sarapan', 'pagi', 'sangat', 'puas', 'trimakasih']","['sarapan', 'pagi', 'sangat', 'puas', 'trimakasih']"
"['suite', 'room', 'upgrade', 'kamar', 'dapat', 'free', 'compliment', 'pula', 'lokasi', 'lumayan', 'dekat', 'dengan', 'st', 'tugu', 'mau', 'makan', 'sederhana', 'juga', 'tinggal', 'nyebrang', 'oke']","['suite', 'room', 'upgrade', 'kamar', 'free', 'compliment', 'lokasi', 'lumayan', 'dekat', 'st', 'tugu', 'mau', 'makan', 'sederhana', 'tinggal', 'nyebrang', 'oke']"
"['breakfast', 'cukup', 'lengkap', 'dengan', 'rasa', 'yang', 'pas', 'dan', 'nikmat', 'beraneka', 'makanan', 'lokal', 'minuman', 'tersedia', 'pelayanan', 'dibantu', 'oleh', 'mba', 'lena']","['breakfast', 'cukup', 'lengkap', 'rasa', 'pas', 'nikmat', 'beraneka', 'makanan', 'lokal', 'minuman', 'tersedia', 'pelayanan', 'dibantu', 'mba', 'lena']"
"['di', 'jalan', 'utama', 'adi', 'sutjipto', 'sebelah', 'kiri', 'sebelum', 'masuk', 'kota', 'yogya', 'hotel', 'bintang', 'pastinya', 'dengan', 'std', 'layanan', 'accor', 'group']","['jalan', 'utama', 'adi', 'sutjipto', 'sebelah', 'kiri', 'masuk', 'kota', 'yogya', 'hotel', 'bintang', 'pastinya', 'std', 'layanan', 'accor', 'group']"
"['pelayanannya', 'sangat', 'memuaskan', 'bawa', 'baby', 'tanpa', 'ribet', 'dibantu', 'dengan', 'sigap', 'oleh', 'para', 'weters', 'yang', 'baik', 'makanannya', 'banyak', 'pilihan', 'dan', 'enak', 'liburan', 'jadi', 'tambah', 'menyenangkan', 'terimakasih', 'grandmercure', 'untuk', 'kesan', 'terbaiknya', 'selama', 'di', 'jogya']","['pelayanannya', 'sangat', 'memuaskan', 'bawa', 'baby', 'ribet', 'dibantu', 'sigap', 'weters', 'baik', 'makanannya', 'banyak', 'pilihan', 'enak', 'liburan', 'jadi', 'tambah', 'menyenangkan', 'terimakasih', 'grandmercure', 'kesan', 'terbaiknya', 'selama', 'jogya']"
"['mohon', 'di', 'diberitahu', 'kembali', 'untuk', 'resepsionisnya', 'agar', 'tidak', 'lelet', 'dan', 'lebih', 'gesit', 'pelayanannya', 'customer', 'bisa', 'melayani', 'menitan', 'sibuk', 'klik', 'klik', 'komputer', 'entah', 'yang', 'diklik', 'apa', 'sementara', 'itu', 'ada', 'customer', 'yang', 'pembayaran', 'qris', 'gagal', 'ternyata', 'diulang', 'terus', 'sampai', 'lama', 'untuk', 'layanan', 'kamar', 'bersih', 'dan', 'luas']","['mohon', 'diberitahu', 'resepsionisnya', 'lelet', 'lebih', 'gesit', 'pelayanannya', 'customer', 'melayani', 'menitan', 'sibuk', 'klik', 'klik', 'komputer', 'entah', 'diklik', 'apa', 'customer', 'pembayaran', 'qris', 'gagal', 'ternyata', 'diulang', 'terus', 'lama', 'layanan', 'kamar', 'bersih', 'luas']"
"['sarapan', 'enak', 'pelayanan', 'silvia', 'ramah', 'dan', 'menyenangkan']","['sarapan', 'enak', 'pelayanan', 'silvia', 'ramah', 'menyenangkan']"
"['makanan', 'paginya', 'lengkap', 'dan', 'berkelas', 'untuk', 'restaurant', 'bersih', 'dan', 'untuk', 'pelayanan', 'semua', 'staff', 'ramah', 'dan', 'murah', 'senyum']","['makanan', 'paginya', 'lengkap', 'berkelas', 'restaurant', 'bersih', 'pelayanan', 'semua', 'staff', 'ramah', 'murah', 'senyum']"
"['hotelnya', 'nyaman', 'makananya', 'oke', 'pelayananya', 'baik', 'sangat', 'membantu', 'tamu']","['hotelnya', 'nyaman', 'makananya', 'oke', 'pelayananya', 'baik', 'sangat', 'membantu', 'tamu']"
"['bagus', 'sarapan', 'memuaskan', 'semua', 'tersedia']","['bagus', 'sarapan', 'memuaskan', 'semua', 'tersedia']"
"['pelayanan', 'di', 'hotel', 'grand', 'mercure', 'sangat', 'memuaskan', 'variasi', 'menu', 'makan', 'cukup', 'lengkap', 'dan', 'banyak', 'rasa', 'makanan', 'tidak', 'ada', 'yang', 'mengecewakan']","['pelayanan', 'hotel', 'grand', 'mercure', 'sangat', 'memuaskan', 'variasi', 'menu', 'makan', 'cukup', 'lengkap', 'banyak', 'rasa', 'makanan', 'mengecewakan']"
"['menginap', 'di', 'hotel', 'ini', 'nyaman', 'n', 'pelayanan', 'bagus']","['menginap', 'hotel', 'nyaman', 'n', 'pelayanan', 'bagus']"
"['sarapan', 'enak', 'agak', 'berbeda', 'atau', 'unik', 'dengan', 'hotel', 'yang', 'saya', 'pernah', 'kunjungin', 'dj', 'jogja', 'di', 'bantu', 'oleh', 'training', 'lena']","['sarapan', 'enak', 'berbeda', 'unik', 'hotel', 'pernah', 'kunjungin', 'dj', 'jogja', 'bantu', 'training', 'lena']"
"['untuk', 'pelayanan', 'atas', 'nama', 'mba', 'thania', 'cukup', 'memuaskan', 'ramah', 'dan', 'murah', 'senyum', 'terimakasih']","['pelayanan', 'atas', 'nama', 'mba', 'thania', 'cukup', 'memuaskan', 'ramah', 'murah', 'senyum', 'terimakasih']"
"['pelayanan', 'mba', 'fifin', 'mantul']","['pelayanan', 'mba', 'fifin', 'mantul']"
"['pengalaman', 'yang', 'menyenangkan', 'bisa', 'menginap', 'di', 'sini', 'untuk', 'pelayanan', 'kak', 'meirizka', 'cukup', 'informatif']","['pengalaman', 'menyenangkan', 'menginap', 'sini', 'pelayanan', 'kak', 'meirizka', 'cukup', 'informatif']"
"['kamar', 'luas', 'ac', 'sangat', 'dingin', 'kamar', 'mandi', 'luas', 'ada', 'bathup', 'anak', 'jadi', 'senang', 'berenang', 'dibathup', 'sarapan', 'enak', 'dan', 'bervariasi']","['kamar', 'luas', 'ac', 'sangat', 'dingin', 'kamar', 'mandi', 'luas', 'bathup', 'anak', 'jadi', 'senang', 'berenang', 'dibathup', 'sarapan', 'enak', 'bervariasi']"
"['pelayanan', 'staff', 'ramah', 'kamar', 'juga', 'bersih', 'dan', 'wangi']","['pelayanan', 'staff', 'ramah', 'kamar', 'bersih', 'wangi']"
